objeto_id,id_videojuego,usuario_id,nombre,descripcion,a_la_venta
1,139,121,Objeto Again,Year affect reveal bad experience.,True
2,81,7,Objeto Movement,Town wonder until operation difference.,False
3,101,33,Objeto Beautiful,Professor oil professor help business.,False
4,105,172,Objeto Before,Especially southern group.,True
5,38,104,Objeto Eat,Fall cover character president defense.,False
6,131,16,Objeto Wear,Check event administration end.,True
7,33,35,Objeto Project,Piece meeting drop use.,False
8,12,187,Objeto Education,Poor arm happy interview nothing at poor.,True
9,143,177,Objeto Hard,Beautiful attention its game follow.,False
10,47,89,Objeto Return,Tonight yet most walk.,True
11,21,144,Objeto This,Career including control reason amount figure customer.,True
12,68,52,Objeto Week,Just mind mother building walk.,False
13,84,180,Objeto Add,Continue number imagine candidate seem.,False
14,67,133,Objeto Level,Leave five share mission rock just become.,False
15,40,194,Objeto Attention,Police sister positive base that his.,False
16,142,40,Objeto Increase,Country wish want amount maybe figure.,True
17,150,46,Objeto Painting,Watch argue cold.,True
18,81,19,Objeto Face,Idea edge response cultural lot player.,True
19,117,157,Objeto Game,Air senior challenge event.,True
20,118,134,Objeto Watch,Single produce if prove but strong key.,True
21,86,168,Objeto Reflect,Because account final discover success reach.,True
22,122,198,Objeto Rest,Congress help cut threat.,True
23,140,22,Objeto Share,Suggest wish travel admit allow reduce everybody especially.,False
24,1,199,Objeto Picture,Cup base feel Mrs protect property.,True
25,27,110,Objeto School,As mother director much land look think.,False
26,146,116,Objeto Painting,Not nor leg sister oil blue whatever answer.,False
27,97,132,Objeto Radio,Argue page important.,False
28,31,35,Objeto West,Deal follow join opportunity writer manager statement.,False
29,6,47,Objeto Owner,Everyone peace can expect.,True
30,5,87,Objeto Role,Seek consider item.,True
31,12,106,Objeto Discuss,Push protect huge wall house himself.,True
32,80,100,Objeto First,Evening center official product.,True
33,44,92,Objeto Fund,Meeting half wait agreement available.,True
34,105,14,Objeto Recent,Majority science between myself.,False
35,91,155,Objeto Billion,Miss light after table condition join record.,False
36,80,145,Objeto Cause,Fear measure south clearly country support.,False
37,106,47,Objeto Away,History toward board the.,True
38,117,68,Objeto Source,Federal few building result interesting second here.,True
39,100,17,Objeto Challenge,Writer avoid affect read dinner be.,False
40,25,32,Objeto Check,Mean approach example short available.,True
41,90,6,Objeto Pick,Thank attack money natural spend pass.,True
42,104,158,Objeto Strategy,Court realize rest oil.,True
43,83,117,Objeto Participant,Those fish reflect.,False
44,122,21,Objeto Really,Make few likely.,True
45,138,103,Objeto Around,That about executive computer fear.,False
46,8,166,Objeto Discuss,Work year third policy doctor the station.,True
47,21,86,Objeto War,Member color southern.,False
48,26,121,Objeto Create,Near nature culture which week local.,True
49,40,133,Objeto Early,Field shoulder past argue.,False
50,10,1,Objeto Face,Money student near then understand.,False
51,87,41,Objeto Industry,Nearly help them response seat.,True
52,42,45,Objeto There,Success list campaign happen.,True
53,63,160,Objeto Job,Right conference tonight fight study.,False
54,7,124,Objeto Nearly,Minute live student plan among.,False
55,12,58,Objeto Sea,Face successful upon TV police.,True
56,73,85,Objeto Part,Security reason every focus close into upon.,True
57,61,91,Objeto Action,Challenge protect resource good.,True
58,42,108,Objeto Late,Guy as number.,False
59,94,145,Objeto Hard,Garden leave world science reflect second performance study.,True
60,99,145,Objeto Cause,Her newspaper teacher section present when institution.,True
61,42,150,Objeto Agent,Which impact parent story six degree cultural.,True
62,100,184,Objeto Sign,Including physical safe put same former picture western.,True
63,39,5,Objeto Able,Head everything rate.,True
64,83,131,Objeto Each,Determine reflect onto prepare those admit.,True
65,10,13,Objeto Individual,Report hear contain heavy upon.,True
66,147,157,Objeto Sell,Speak school night international.,True
67,40,173,Objeto Evening,Wish peace know draw better red.,False
68,7,108,Objeto About,Control something area figure claim Mr force past.,False
69,146,176,Objeto Owner,For always follow boy would lose stock support.,False
70,64,36,Objeto Participant,Everybody off special drop even program.,False
71,131,56,Objeto Significant,Ability picture manager product shake agree about.,False
72,19,34,Objeto Control,Leave speak behind student civil near.,False
73,145,169,Objeto War,Control suffer letter at term spend agree.,False
74,25,111,Objeto If,Back anything leg state strategy both check professional.,False
75,63,121,Objeto Close,Alone analysis health business indeed pass bill.,False
76,58,102,Objeto Data,Thank concern action individual.,True
77,124,102,Objeto Century,Pick room cause water range idea buy movement.,True
78,65,71,Objeto See,Others boy such bar always.,False
79,139,6,Objeto Real,Force course box campaign difference system rate myself.,False
80,61,71,Objeto Blood,Capital product open station check condition maintain strategy.,True
81,83,101,Objeto Central,Ready really girl.,True
82,137,13,Objeto To,Each once explain very perhaps rock.,True
83,101,7,Objeto Word,South up charge else that suffer should.,False
84,101,111,Objeto Serve,Account have south thank possible dream cover.,True
85,118,155,Objeto Star,Various computer effort between collection talk.,False
86,42,44,Objeto Participant,Include increase discuss no stock ball behavior.,False
87,122,106,Objeto Later,Film marriage write in idea huge.,True
88,73,196,Objeto Alone,Example model town few.,True
89,95,89,Objeto Might,Past camera almost relationship.,True
90,92,197,Objeto Indeed,Able discuss beyond hit every.,False
91,133,193,Objeto State,Difficult yard age.,True
92,51,66,Objeto Ten,Operation stay different down sit base though.,True
93,150,84,Objeto Major,Age series series the.,False
94,98,163,Objeto Success,Week possible theory let pattern part.,True
95,75,142,Objeto South,Write usually design whether available.,False
96,9,175,Objeto Fall,Society young break feeling level his create.,False
97,69,97,Objeto Enjoy,Specific apply staff from.,True
98,89,35,Objeto Responsibility,Street perform drop recent.,True
99,29,157,Objeto Realize,Family along community whose.,False
100,43,8,Objeto Prove,Individual reach four brother other tree away.,False
101,148,102,Objeto Huge,Scientist any turn blue college receive significant.,False
102,20,165,Objeto Everybody,Reduce find beat lay plan.,True
103,109,140,Objeto Figure,Stage visit strategy speak.,True
104,44,40,Objeto Card,Charge recognize home create main traditional.,True
105,43,59,Objeto Probably,Administration reflect history talk.,True
106,135,35,Objeto Together,Effect force research special night.,False
107,92,160,Objeto Despite,Say professional within allow eat position.,False
108,86,176,Objeto Theory,Sense painting at baby figure home.,True
109,105,198,Objeto Participant,House sport get what Democrat support senior.,False
110,41,88,Objeto Stand,Along could carry especially.,False
111,137,178,Objeto Left,Control local even environmental score.,True
112,97,190,Objeto Join,Pick very southern thus.,False
113,61,97,Objeto Hot,Behind certainly policy smile kid society quickly daughter.,False
114,100,121,Objeto Current,Cut environment edge name down of perform something.,False
115,105,105,Objeto Recognize,Easy popular away war word if light.,True
116,40,38,Objeto Along,Represent development perhaps successful they set.,True
117,150,153,Objeto School,Accept popular line stage democratic sing.,True
118,53,153,Objeto Risk,Reduce his science good major step along.,True
119,69,177,Objeto Modern,Smile budget middle camera program.,True
120,97,22,Objeto Pay,New article protect American case power teacher.,True
121,3,30,Objeto Mrs,Simple model off official authority when.,False
122,124,82,Objeto Help,Some after stuff her once.,True
123,116,95,Objeto Thought,Four into lay game huge low rule.,False
124,125,199,Objeto Lead,Road season course campaign power why main.,True
125,41,144,Objeto Yes,She trade federal answer kitchen goal.,True
126,131,44,Objeto Picture,Grow play design go commercial.,True
127,43,133,Objeto Dark,Hope foot offer suddenly.,False
128,54,113,Objeto Court,Purpose seat water nothing successful change.,False
129,68,6,Objeto Trouble,And again dinner somebody.,True
130,100,44,Objeto Security,They garden through sport its tax force.,False
131,145,14,Objeto Personal,Attack finally price car data.,False
132,23,165,Objeto Son,Win purpose case well though seat.,False
133,86,60,Objeto Movie,Wonder senior child image among production old.,False
134,11,123,Objeto Husband,Concern teacher government pattern.,True
135,69,130,Objeto Quality,Research too sell hear.,False
136,142,166,Objeto Positive,Model star employee size pretty admit.,False
137,122,68,Objeto Already,Option ready trouble western car.,True
138,59,139,Objeto Business,Seek huge today north throughout.,False
139,41,78,Objeto May,Environment decade difficult gun single.,True
140,117,18,Objeto Answer,Feeling out Mrs nearly way great a campaign.,True
141,123,101,Objeto Support,Professor behavior environmental item.,False
142,143,24,Objeto Might,Police important add.,False
143,124,59,Objeto Hotel,Learn expect forward huge.,True
144,76,37,Objeto Address,Half up trip foot face.,False
145,25,36,Objeto Prepare,Number wife as from south.,True
146,36,151,Objeto Discussion,Include join mission care set within PM.,True
147,2,9,Objeto Rule,Effect culture glass executive in movement may poor.,False
148,143,180,Objeto Early,Class door believe expect election.,False
149,28,122,Objeto Option,Skill exist pass foot.,False
150,88,25,Objeto Body,Huge away movement would.,True
